,t,value,type
57,2016-01-01 08:03:44,0.62251492966785,tune_in
58,2016-01-01 08:03:48,0.245081070904008,tune_in
59,2016-01-01 08:03:52,0.973738202786866,tune_in
60,2016-01-01 08:03:56,1.58023363858168,tune_in
61,2016-01-01 08:04:00,1.3105585543495,tune_in
62,2016-01-01 08:04:04,0.921392807250524,tune_in
63,2016-01-01 08:04:08,0.393570631300416,tune_in
64,2016-01-01 08:04:12,0.568310043706098,tune_in
65,2016-01-01 08:04:16,1.30149378113756,tune_in
66,2016-01-01 08:04:20,1.00614161845967,tune_in
67,2016-01-01 08:04:24,0.601991835041467,tune_in
68,2016-01-01 08:04:28,0,tune_in
69,2016-01-01 08:04:32,0.0772903809410362,tune_in
70,2016-01-01 08:04:36,0,tune_in
71,2016-01-01 08:04:40,0.803854227927225,tune_in
72,2016-01-01 08:04:44,0.333081674243808,tune_in
73,2016-01-01 08:04:48,0.76540280543658,tune_in
74,2016-01-01 08:04:52,0.887598110272713,tune_in
75,2016-01-01 08:04:56,1.06235658036461,tune_in
76,2016-01-01 08:05:00,1.28875048145977,tune_in
77,2016-01-01 08:05:04,1.39109989908623,tune_in
78,2016-01-01 08:05:08,0.421005631950672,tune_in
79,2016-01-01 08:05:12,0,tune_in
80,2016-01-01 08:05:16,0,tune_in
81,2016-01-01 08:05:20,0,tune_in
82,2016-01-01 08:05:24,0.764143057822575,tune_in
83,2016-01-01 08:05:28,1.74632837632082,tune_in
84,2016-01-01 08:05:32,1.92654625150286,tune_in
85,2016-01-01 08:05:36,1.88545506845299,tune_in
86,2016-01-01 08:05:40,0.274956460481747,tune_in
87,2016-01-01 08:05:44,0,tune_in
88,2016-01-01 08:05:48,0,tune_in
89,2016-01-01 08:05:52,0.459214180714465,tune_in
90,2016-01-01 08:05:56,0.62364612703014,tune_in
91,2016-01-01 08:06:00,1.47373124947007,tune_in
92,2016-01-01 08:06:04,1.73196840792095,tune_in
93,2016-01-01 08:06:08,2.04384615260765,tune_in
94,2016-01-01 08:06:12,1.40606365889062,tune_in
95,2016-01-01 08:06:16,0.762831001178764,tune_in
96,2016-01-01 08:06:20,0.393929490941472,tune_in
97,2016-01-01 08:06:24,0.949228739836373,tune_in
98,2016-01-01 08:06:28,1.54162290718025,tune_in
99,2016-01-01 08:06:32,1.95423415396988,tune_in
100,2016-01-01 08:06:36,1.64954143424857,tune_in
101,2016-01-01 08:06:40,1.37721846513223,tune_in
102,2016-01-01 08:06:44,1.45010118102284,tune_in
103,2016-01-01 08:06:48,0.456193364490629,tune_in
104,2016-01-01 08:06:52,0.330655484205304,tune_in
105,2016-01-01 08:06:56,0,tune_in
106,2016-01-01 08:07:00,0.234128535374563,tune_in
107,2016-01-01 08:07:04,0.46321075778997,tune_in
108,2016-01-01 08:07:08,1.29071433595054,tune_in
109,2016-01-01 08:07:12,0.542068177069012,tune_in
110,2016-01-01 08:07:16,0.144720396964791,tune_in
111,2016-01-01 08:07:20,0,tune_in
112,2016-01-01 08:07:24,1.05448421659569,tune_in
113,2016-01-01 08:07:28,1.87958633556138,tune_in
114,2016-01-01 08:07:32,2.17422143104245,tune_in
115,2016-01-01 08:07:36,1.78390587826855,tune_in
116,2016-01-01 08:07:40,0.98292576183481,tune_in
117,2016-01-01 08:07:44,0.928951782115766,tune_in
118,2016-01-01 08:07:48,0.422030323043145,tune_in
119,2016-01-01 08:07:52,0.623641992833006,tune_in
120,2016-01-01 08:07:56,0.354879393335978,tune_in
121,2016-01-01 08:08:00,0.222973899642803,tune_in
122,2016-01-01 08:08:04,0.335804446597746,tune_in
123,2016-01-01 08:08:08,0.383147572591272,tune_in
124,2016-01-01 08:08:12,0.787110580420548,tune_in
125,2016-01-01 08:08:16,0.568057219033388,tune_in
126,2016-01-01 08:08:20,0.131241320745115,tune_in
127,2016-01-01 08:08:24,1.09105742677698,tune_in
128,2016-01-01 08:08:28,1.13040061716015,tune_in
129,2016-01-01 08:08:32,2.08386711624374,tune_in
130,2016-01-01 08:08:36,1.31498678017635,tune_in
131,2016-01-01 08:08:40,1.2206870362501,tune_in
132,2016-01-01 08:08:44,0.998639624412321,tune_in
133,2016-01-01 08:08:48,1.17780390703798,tune_in
134,2016-01-01 08:08:52,0.880448374177675,tune_in
135,2016-01-01 08:08:56,0.678148879864004,tune_in
136,2016-01-01 08:09:00,1.00658504925258,tune_in
137,2016-01-01 08:09:04,1.73100647786128,tune_in
138,2016-01-01 08:09:08,2.05096551628486,tune_in
139,2016-01-01 08:09:12,0.450976006245278,tune_in
140,2016-01-01 08:09:16,0.255908432773769,tune_in
141,2016-01-01 08:09:20,0.0263384769722865,tune_in
142,2016-01-01 08:09:24,1.39119711213921,tune_in
143,2016-01-01 08:09:28,1.34532379702007,tune_in
144,2016-01-01 08:09:32,3.91968206511919,tune_in
145,2016-01-01 08:09:36,1.7258815456049,tune_in
146,2016-01-01 08:09:40,2.3145027786329,tune_in
147,2016-01-01 08:09:44,1.48514103027739,tune_in
148,2016-01-01 08:09:48,1.06334946960385,tune_in
149,2016-01-01 08:09:52,0.223558329766591,tune_in
150,2016-01-01 08:09:56,0.825298718312914,tune_in
151,2016-01-01 08:10:00,1.46445542966744,tune_in
152,2016-01-01 08:10:04,1.04447882029003,tune_in
153,2016-01-01 08:10:08,0.119844418483179,tune_in
154,2016-01-01 08:10:12,0,tune_in
155,2016-01-01 08:10:16,0.887509045239034,tune_in
156,2016-01-01 08:10:20,1.19703485217306,tune_in
157,2016-01-01 08:10:24,0.857688917103529,tune_in
158,2016-01-01 08:10:28,0,tune_in
159,2016-01-01 08:10:32,0,tune_in
160,2016-01-01 08:10:36,0,tune_in
161,2016-01-01 08:10:40,0,tune_in
162,2016-01-01 08:10:44,0.0460000991122306,tune_in
163,2016-01-01 08:10:48,0.069060448550767,tune_in
164,2016-01-01 08:10:52,0.221577144782542,tune_in
165,2016-01-01 08:10:56,0.421588602654656,tune_in
166,2016-01-01 08:11:00,0.625117822216535,tune_in
167,2016-01-01 08:11:04,0.900788662171566,tune_in
168,2016-01-01 08:11:08,0.339670932535939,tune_in
169,2016-01-01 08:11:12,0.183304842323866,tune_in
170,2016-01-01 08:11:16,0,tune_in
171,2016-01-01 08:11:20,0.276018213014043,tune_in
172,2016-01-01 08:11:24,0.202676026275639,tune_in
173,2016-01-01 08:11:28,0.531347766839031,tune_in
174,2016-01-01 08:11:32,0.54060723521591,tune_in
175,2016-01-01 08:11:36,1.14771811971578,tune_in
176,2016-01-01 08:11:40,1.41149473905496,tune_in
177,2016-01-01 08:11:44,1.29704663191554,tune_in
178,2016-01-01 08:11:48,0.85487935758977,tune_in
179,2016-01-01 08:11:52,0.261729312150323,tune_in
180,2016-01-01 08:11:56,0.0589432263917714,tune_in
181,2016-01-01 08:12:00,0,tune_in
182,2016-01-01 08:12:04,0.203325211190173,tune_in
183,2016-01-01 08:12:08,0.47229479627601,tune_in
184,2016-01-01 08:12:12,0.95505423902068,tune_in
185,2016-01-01 08:12:16,0.63609892453295,tune_in
186,2016-01-01 08:12:20,0.754780899502885,tune_in
187,2016-01-01 08:12:24,0.689260713199021,tune_in
188,2016-01-01 08:12:28,1.48212047082344,tune_in
189,2016-01-01 08:12:32,1.51895310907264,tune_in
190,2016-01-01 08:12:36,1.80371440894839,tune_in
191,2016-01-01 08:12:40,0.681532866179382,tune_in
192,2016-01-01 08:12:44,0.325596886115812,tune_in
193,2016-01-01 08:12:48,0.510367057672432,tune_in
194,2016-01-01 08:12:52,0.8099557176595,tune_in
195,2016-01-01 08:12:56,0.400871181394951,tune_in
196,2016-01-01 08:13:00,0.111914326809626,tune_in
197,2016-01-01 08:13:04,0.520007017562421,tune_in
198,2016-01-01 08:13:08,1.42258168479008,tune_in
199,2016-01-01 08:13:12,1.35465199181093,tune_in
200,2016-01-01 08:13:16,0.627368528779552,tune_in
201,2016-01-01 08:13:20,0.461619410302255,tune_in
202,2016-01-01 08:13:24,0,tune_in
203,2016-01-01 08:13:28,0.140758220484101,tune_in
204,2016-01-01 08:13:32,0.139774861508374,tune_in
205,2016-01-01 08:13:36,0.556053545610284,tune_in
206,2016-01-01 08:13:40,0.433662952371041,tune_in
207,2016-01-01 08:13:44,0,tune_in
208,2016-01-01 08:13:48,0.153246960388687,tune_in
209,2016-01-01 08:13:52,0.182771985808992,tune_in
210,2016-01-01 08:13:56,0.499045214187227,tune_in
211,2016-01-01 08:14:00,0.184527875598903,tune_in
212,2016-01-01 08:14:04,0.674987097524176,tune_in
213,2016-01-01 08:14:08,0.567067279592215,tune_in
214,2016-01-01 08:14:12,0.867610223010998,tune_in
215,2016-01-01 08:14:16,0.121649954379963,tune_in
216,2016-01-01 08:14:20,1.23674088297282,tune_in
217,2016-01-01 08:14:24,1.01890877610806,tune_in
218,2016-01-01 08:14:28,0.397090163925755,tune_in
219,2016-01-01 08:14:32,0,tune_in
220,2016-01-01 08:14:36,0,tune_in
221,2016-01-01 08:14:40,0.684444677239649,tune_in
222,2016-01-01 08:14:44,0.375860880305781,tune_in
223,2016-01-01 08:14:48,0,tune_in
224,2016-01-01 08:14:52,0.0867394683461767,tune_in
225,2016-01-01 08:14:56,0,tune_in
226,2016-01-01 08:15:00,0.471780047647259,tune_in
227,2016-01-01 08:15:04,0,tune_in
228,2016-01-01 08:15:08,0.512650479886853,tune_in
229,2016-01-01 08:15:12,1.16878794164468,tune_in
230,2016-01-01 08:15:16,1.60957155673329,tune_in
231,2016-01-01 08:15:20,1.23517584130995,tune_in
232,2016-01-01 08:15:24,0.775606829680148,tune_in
233,2016-01-01 08:15:28,0.646630035194781,tune_in
234,2016-01-01 08:15:32,0.791507743464865,tune_in
235,2016-01-01 08:15:36,0.999619892233309,tune_in
236,2016-01-01 08:15:40,1.81590884352699,tune_in
237,2016-01-01 08:15:44,1.68515266405351,tune_in
238,2016-01-01 08:15:48,2.07315598212169,tune_in
239,2016-01-01 08:15:52,1.2567617764758,tune_in
240,2016-01-01 08:15:56,0.983086807984873,tune_in
241,2016-01-01 08:16:00,0.59995427363173,tune_in
242,2016-01-01 08:16:04,0.919519961011809,tune_in
243,2016-01-01 08:16:08,0.622431171958611,tune_in
244,2016-01-01 08:16:12,0.473238209152389,tune_in
245,2016-01-01 08:16:16,0.618767836240736,tune_in
246,2016-01-01 08:16:20,0.300152660346128,tune_in
247,2016-01-01 08:16:24,0.142705658931042,tune_in
248,2016-01-01 08:16:28,0,tune_in
249,2016-01-01 08:16:32,0.0948827186437455,tune_in
250,2016-01-01 08:16:36,0,tune_in
251,2016-01-01 08:16:40,0,tune_in
252,2016-01-01 08:16:44,0.278075017547719,tune_in
253,2016-01-01 08:16:48,1.3776055834485,tune_in
254,2016-01-01 08:16:52,0.757306931175165,tune_in
255,2016-01-01 08:16:56,0.901802595891491,tune_in
256,2016-01-01 08:17:00,0.366958676345247,tune_in
257,2016-01-01 08:17:04,1.24151818589478,tune_in
258,2016-01-01 08:17:08,1.10316275980793,tune_in
259,2016-01-01 08:17:12,0.609731068593283,tune_in
260,2016-01-01 08:17:16,0,tune_in
261,2016-01-01 08:17:20,0.263114998197063,tune_in
262,2016-01-01 08:17:24,1.32661373474513,tune_in
263,2016-01-01 08:17:28,1.3241761413124,tune_in
264,2016-01-01 08:17:32,4.45048313631146,tune_in
265,2016-01-01 08:17:36,2.41789361823364,tune_in
266,2016-01-01 08:17:40,1.41371393307346,tune_in
267,2016-01-01 08:17:44,1.12308284182074,tune_in
268,2016-01-01 08:17:48,0.0133836649939798,tune_in
269,2016-01-01 08:17:52,0.915723755951421,tune_in
270,2016-01-01 08:17:56,1.23876125519438,tune_in
271,2016-01-01 08:18:00,1.7117838663049,tune_in
272,2016-01-01 08:18:04,1.48146393994048,tune_in
273,2016-01-01 08:18:08,0.161481175100665,tune_in
274,2016-01-01 08:18:12,0.269539250845087,tune_in
275,2016-01-01 08:18:16,0,tune_in
276,2016-01-01 08:18:20,0.0943627547963029,tune_in
277,2016-01-01 08:18:24,0,tune_in
278,2016-01-01 08:18:28,1.19162971847866,tune_in
279,2016-01-01 08:18:32,0.711775285869804,tune_in
280,2016-01-01 08:18:36,0.745330633347077,tune_in
281,2016-01-01 08:18:40,0.361757295819398,tune_in
282,2016-01-01 08:18:44,0.338532715146776,tune_in
283,2016-01-01 08:18:48,0.777009525636861,tune_in
284,2016-01-01 08:18:52,0.798279920945663,tune_in
285,2016-01-01 08:18:56,1.13506207343618,tune_in
286,2016-01-01 08:19:00,0.98809160369671,tune_in
287,2016-01-01 08:19:04,0.900670802429442,tune_in
288,2016-01-01 08:19:08,0.943098876029057,tune_in
289,2016-01-01 08:19:12,0.867595303297798,tune_in
290,2016-01-01 08:19:16,0.587816887452827,tune_in
291,2016-01-01 08:19:20,0.86121956723909,tune_in
292,2016-01-01 08:19:24,0.227001195704874,tune_in
293,2016-01-01 08:19:28,0.960856404710865,tune_in
294,2016-01-01 08:19:32,0.720109675726482,tune_in
295,2016-01-01 08:19:36,0.975468753564404,tune_in
296,2016-01-01 08:19:40,0,tune_in
297,2016-01-01 08:19:44,0.0393569729087633,tune_in
298,2016-01-01 08:19:48,0.111399770268175,tune_in
299,2016-01-01 08:19:52,0.69918886330264,tune_in
300,2016-01-01 08:19:56,1.46617800536227,tune_in
301,2016-01-01 08:20:00,1.57231076643471,tune_in
302,2016-01-01 08:20:04,1.92422297737529,tune_in
303,2016-01-01 08:20:08,0.919884361100459,tune_in
304,2016-01-01 08:20:12,0.527342748269243,tune_in
305,2016-01-01 08:20:16,0,tune_in
306,2016-01-01 08:20:20,0,tune_in
307,2016-01-01 08:20:24,0.474440053766854,tune_in
308,2016-01-01 08:20:28,0.801759815184772,tune_in
309,2016-01-01 08:20:32,1.16788340673992,tune_in
310,2016-01-01 08:20:36,1.47041581155236,tune_in
311,2016-01-01 08:20:40,1.5382478897058,tune_in
312,2016-01-01 08:20:44,1.40525437481783,tune_in
313,2016-01-01 08:20:48,1.201900398936,tune_in
314,2016-01-01 08:20:52,0.116788658320393,tune_in
315,2016-01-01 08:20:56,0.128485571780781,tune_in
316,2016-01-01 08:21:00,0,tune_in
317,2016-01-01 08:21:04,1.25424138320151,tune_in
318,2016-01-01 08:21:08,1.13240924227243,tune_in
319,2016-01-01 08:21:12,1.16152160040368,tune_in
320,2016-01-01 08:21:16,0,tune_in
321,2016-01-01 08:21:20,0,tune_in
322,2016-01-01 08:21:24,0,tune_in
323,2016-01-01 08:21:28,0.362014210901535,tune_in
324,2016-01-01 08:21:32,2.62574336268786,tune_in
325,2016-01-01 08:21:36,1.71876769760519,tune_in
326,2016-01-01 08:21:40,2.03384733016168,tune_in
327,2016-01-01 08:21:44,1.25315780036855,tune_in
328,2016-01-01 08:21:48,1.08217659341685,tune_in
329,2016-01-01 08:21:52,0.194265677777804,tune_in
330,2016-01-01 08:21:56,0.58227908103465,tune_in
331,2016-01-01 08:22:00,2.00583102962454,tune_in
332,2016-01-01 08:22:04,1.99758917466276,tune_in
333,2016-01-01 08:22:08,0.620590244633189,tune_in
334,2016-01-01 08:22:12,0,tune_in
335,2016-01-01 08:22:16,0,tune_in
336,2016-01-01 08:22:20,0.710753178151582,tune_in
337,2016-01-01 08:22:24,0.871368872885831,tune_in
338,2016-01-01 08:22:28,1.2963808703108,tune_in
339,2016-01-01 08:22:32,0.967209615269182,tune_in
340,2016-01-01 08:22:36,0.981237612089447,tune_in
341,2016-01-01 08:22:40,1.31599779599763,tune_in
342,2016-01-01 08:22:44,1.77658726457578,tune_in
343,2016-01-01 08:22:48,1.75116051586031,tune_in
344,2016-01-01 08:22:52,1.81490521265846,tune_in
345,2016-01-01 08:22:56,1.30822150492779,tune_in
346,2016-01-01 08:23:00,1.46128549945983,tune_in
347,2016-01-01 08:23:04,1.36751459255349,tune_in
348,2016-01-01 08:23:08,1.40958213373402,tune_in
349,2016-01-01 08:23:12,0.776704075301382,tune_in
350,2016-01-01 08:23:16,0,tune_in
351,2016-01-01 08:23:20,0,tune_in
352,2016-01-01 08:23:24,0,tune_in
353,2016-01-01 08:23:28,0,tune_in
354,2016-01-01 08:23:32,0.571340411862195,tune_in
355,2016-01-01 08:23:36,1.02489424425527,tune_in
356,2016-01-01 08:23:40,1.17905689960526,tune_in
357,2016-01-01 08:23:44,1.8019402897812,tune_in
358,2016-01-01 08:23:48,1.86619977612409,tune_in
359,2016-01-01 08:23:52,1.89571573513089,tune_in
360,2016-01-01 08:23:56,1.08558798769975,tune_in
361,2016-01-01 08:24:00,0.529767934846691,tune_in
362,2016-01-01 08:24:04,0.0246053537303177,tune_in
363,2016-01-01 08:24:08,0.376380025544537,tune_in
364,2016-01-01 08:24:12,0.515491814052646,tune_in
365,2016-01-01 08:24:16,1.00927127186403,tune_in
366,2016-01-01 08:24:20,1.01973369511893,tune_in
367,2016-01-01 08:24:24,0.563798664968378,tune_in
368,2016-01-01 08:24:28,0.28983682790014,tune_in
369,2016-01-01 08:24:32,0,tune_in
370,2016-01-01 08:24:36,0.61663210781741,tune_in
371,2016-01-01 08:24:40,0.589946751957974,tune_in
372,2016-01-01 08:24:44,1.07381312700061,tune_in
373,2016-01-01 08:24:48,1.22266647843485,tune_in
374,2016-01-01 08:24:52,0.6800514094307,tune_in
375,2016-01-01 08:24:56,0.956788480829877,tune_in
376,2016-01-01 08:25:00,0.91278704447128,tune_in
377,2016-01-01 08:25:04,1.06631342055193,tune_in
378,2016-01-01 08:25:08,0.046400304547392,tune_in
379,2016-01-01 08:25:12,0.236645172524941,tune_in
380,2016-01-01 08:25:16,0.522606039958804,tune_in
381,2016-01-01 08:25:20,0.712233437135777,tune_in
382,2016-01-01 08:25:24,0.410421747189578,tune_in
383,2016-01-01 08:25:28,0.730706769628642,tune_in
384,2016-01-01 08:25:32,0.80039491684703,tune_in
385,2016-01-01 08:25:36,1.33656606070893,tune_in
386,2016-01-01 08:25:40,1.5672408614564,tune_in
387,2016-01-01 08:25:44,2.20295005059238,tune_in
388,2016-01-01 08:25:48,1.66203991171459,tune_in
389,2016-01-01 08:25:52,1.28101330263657,tune_in
390,2016-01-01 08:25:56,0.563051688190165,tune_in
391,2016-01-01 08:26:00,0.530558122679492,tune_in
392,2016-01-01 08:26:04,0.110952204805394,tune_in
393,2016-01-01 08:26:08,0.580709217921743,tune_in
394,2016-01-01 08:26:12,0.767121536415651,tune_in
395,2016-01-01 08:26:16,0.954187085491316,tune_in
396,2016-01-01 08:26:20,1.41132222881524,tune_in
397,2016-01-01 08:26:24,2.1867682326672,tune_in
398,2016-01-01 08:26:28,3.03850232208073,tune_in
399,2016-01-01 08:26:32,2.06356510156767,tune_in
400,2016-01-01 08:26:36,1.97202633565157,tune_in
401,2016-01-01 08:26:40,1.37045486931403,tune_in
402,2016-01-01 08:26:44,2.07116827603236,tune_in
403,2016-01-01 08:26:48,0.576814835677296,tune_in
404,2016-01-01 08:26:52,0.445949539142015,tune_in
405,2016-01-01 08:26:56,0,tune_in
406,2016-01-01 08:27:00,0.135481961010715,tune_in
407,2016-01-01 08:27:04,0.224991978163778,tune_in
408,2016-01-01 08:27:08,0.258975987088423,tune_in
409,2016-01-01 08:27:12,1.0293181733524,tune_in
410,2016-01-01 08:27:16,1.04321745730308,tune_in
411,2016-01-01 08:27:20,1.88908247419049,tune_in
412,2016-01-01 08:27:24,1.90003441451827,tune_in
413,2016-01-01 08:27:28,2.32327794777876,tune_in
414,2016-01-01 08:27:32,1.31638766255302,tune_in
415,2016-01-01 08:27:36,0.802165439749152,tune_in
416,2016-01-01 08:27:40,0.0614970547715669,tune_in
417,2016-01-01 08:27:44,0,tune_in
418,2016-01-01 08:27:48,0,tune_in
419,2016-01-01 08:27:52,0.20580714664347,tune_in
420,2016-01-01 08:27:56,1.24991895617905,tune_in
421,2016-01-01 08:28:00,1.01639464804101,tune_in
422,2016-01-01 08:28:04,0.499276701408431,tune_in
423,2016-01-01 08:28:08,0.865050580918855,tune_in
424,2016-01-01 08:28:12,1.34948790259433,tune_in
425,2016-01-01 08:28:16,2.12041710372442,tune_in
426,2016-01-01 08:28:20,0.767774963993925,tune_in
427,2016-01-01 08:28:24,0,tune_in
428,2016-01-01 08:28:28,0,tune_in
429,2016-01-01 08:28:32,0.19860462221883,tune_in
430,2016-01-01 08:28:36,0.64540577092101,tune_in
431,2016-01-01 08:28:40,1.84609775114726,tune_in
432,2016-01-01 08:28:44,0.754291389562212,tune_in
433,2016-01-01 08:28:48,1.0770387037935,tune_in
434,2016-01-01 08:28:52,1.38379174667542,tune_in
435,2016-01-01 08:28:56,1.88269735319329,tune_in
436,2016-01-01 08:29:00,1.31790023144715,tune_in
437,2016-01-01 08:29:04,1.50733517637148,tune_in
438,2016-01-01 08:29:08,0.42039560458361,tune_in
439,2016-01-01 08:29:12,0.488233956839025,tune_in
440,2016-01-01 08:29:16,0,tune_in
441,2016-01-01 08:29:20,0.426343360064102,tune_in
442,2016-01-01 08:29:24,0.580268562498102,tune_in
443,2016-01-01 08:29:28,0.4965596204074,tune_in
444,2016-01-01 08:29:32,2.78318000815459,tune_in
445,2016-01-01 08:29:36,0.849817649702244,tune_in
446,2016-01-01 08:29:40,1.85393560922506,tune_in
447,2016-01-01 08:29:44,1.56536851101657,tune_in
448,2016-01-01 08:29:48,2.24693273707688,tune_in
449,2016-01-01 08:29:52,1.41337749713389,tune_in
450,2016-01-01 08:29:56,1.14122948965699,tune_in
451,2016-01-01 08:30:00,0.16922103092242,tune_in
452,2016-01-01 08:30:04,0.695582554432216,tune_in
453,2016-01-01 08:30:08,0.300392958698741,tune_in
454,2016-01-01 08:30:12,1.11243510339597,tune_in
455,2016-01-01 08:30:16,0.457587632202049,tune_in
456,2016-01-01 08:30:20,1.53977297770846,tune_in
457,2016-01-01 08:30:24,0.688599710579428,tune_in
458,2016-01-01 08:30:28,1.34254232219049,tune_in
459,2016-01-01 08:30:32,1.60648245208681,tune_in
460,2016-01-01 08:30:36,1.93739766051723,tune_in
461,2016-01-01 08:30:40,2.36292650823924,tune_in
462,2016-01-01 08:30:44,1.62910591899672,tune_in
463,2016-01-01 08:30:48,1.80057800651609,tune_in
464,2016-01-01 08:30:52,0.836696793769858,tune_in
465,2016-01-01 08:30:56,1.87674156041967,tune_in
466,2016-01-01 08:31:00,1.91775903393292,tune_in
467,2016-01-01 08:31:04,2.09576955473799,tune_in
468,2016-01-01 08:31:08,0.0448833456334794,tune_in
469,2016-01-01 08:31:12,0.0742689996317555,tune_in
470,2016-01-01 08:31:16,0,tune_in
471,2016-01-01 08:31:20,0.387740847384419,tune_in
472,2016-01-01 08:31:24,0.642206777679818,tune_in
473,2016-01-01 08:31:28,0.713912276383856,tune_in
474,2016-01-01 08:31:32,1.219221117628,tune_in
475,2016-01-01 08:31:36,0.788221479829365,tune_in
476,2016-01-01 08:31:40,0.759639221095986,tune_in
477,2016-01-01 08:31:44,0.627637229791531,tune_in
478,2016-01-01 08:31:48,1.18641537155774,tune_in
479,2016-01-01 08:31:52,0.874080535928921,tune_in
480,2016-01-01 08:31:56,0.844799415581065,tune_in
481,2016-01-01 08:32:00,0.361310394203879,tune_in
482,2016-01-01 08:32:04,0.579364842653784,tune_in
483,2016-01-01 08:32:08,1.3274622367703,tune_in
484,2016-01-01 08:32:12,1.75170281334822,tune_in
485,2016-01-01 08:32:16,1.74687797954857,tune_in
486,2016-01-01 08:32:20,1.06069892838547,tune_in
487,2016-01-01 08:32:24,0.888520664062226,tune_in
488,2016-01-01 08:32:28,0.540143284318853,tune_in
489,2016-01-01 08:32:32,0.220296509350603,tune_in
490,2016-01-01 08:32:36,0,tune_in
491,2016-01-01 08:32:40,0,tune_in
492,2016-01-01 08:32:44,0,tune_in
493,2016-01-01 08:32:48,0,tune_in
494,2016-01-01 08:32:52,1.03482117894151,tune_in
495,2016-01-01 08:32:56,0.454972784641947,tune_in
496,2016-01-01 08:33:00,0.75720343215842,tune_in
497,2016-01-01 08:33:04,0.389201025866472,tune_in
498,2016-01-01 08:33:08,1.19976723225111,tune_in
499,2016-01-01 08:33:12,0.72908584838065,tune_in
500,2016-01-01 08:33:16,0.39879678653512,tune_in
501,2016-01-01 08:33:20,0,tune_in
502,2016-01-01 08:33:24,0,tune_in
503,2016-01-01 08:33:28,1.08006478946581,tune_in
504,2016-01-01 08:33:32,4.00238430105323,tune_in
505,2016-01-01 08:33:36,1.64828897946197,tune_in
506,2016-01-01 08:33:40,1.6521785565443,tune_in
507,2016-01-01 08:33:44,2.125923273117,tune_in
508,2016-01-01 08:33:48,2.27696102320425,tune_in
509,2016-01-01 08:33:52,0.259362880346101,tune_in
510,2016-01-01 08:33:56,0.449359543507096,tune_in
511,2016-01-01 08:34:00,0.616915119559832,tune_in
512,2016-01-01 08:34:04,0.655565223297751,tune_in
